Estado,Medida,Puntaje_de_Medida,Año,ID_de_Medida
IL,"S: Prevalent Patients (Pediatric) - Race: % Native American, 12/31/2022",4.55,2022,p_rac3y4_s
IL,"S: Prevalent Patients (Pediatric) - Race: % White, 12/31/2022",59.09,2022,p_rac4y4_s
IL,"S: Prevalent Patients (Pediatric) - Race: % Other/Unk/Missing race, 12/31/2022",0.0,2022,p_rac5y4_s
IL,"S: Prevalent Patients (Pediatric) - Ethnicity: % Hispanic, 12/31/2022",27.27,2022,p_eth1y4_s
IL,"S: Prevalent Patients (Pediatric) - Ethnicity: % Non-Hispanic, 12/31/2022",72.73,2022,p_eth2y4_s
IL,"S: Prevalent Patients (Pediatric) - Ethnicity: % Unknown Ethnicity, 12/31/2022",0.0,2022,p_eth3y4_s
IL,"S: Prevalent Patients (Pediatric) - Sex: % Female, 12/31/2022",36.36,2022,p_sexy4_s
IL,"S: Prevalent Patients (Pediatric) - Modality: % on Hemodialysis, 12/31/2022",27.27,2022,p_modhdy4_s
IL,"S: Prevalent Patients (Pediatric) - Modality: % on Home Hemodialysis, 12/31/2022",4.55,2022,p_modhhdy4_s
IL,"S: Prevalent Patients (Pediatric) - Modality: % on Continuous Ambulatory Peritoneal Dialysis, 12/31/2022",0.0,2022,p_modcapdy4_s
IL,"S: Prevalent Patients (Pediatric) - Modality: % on Continuous Cycling Peritoneal Dialysis, 12/31/2022",68.18,2022,p_modccpdy4_s
IL,"S: Prevalent Patients (Pediatric) - Modality: % on Other Modality, 12/31/2022",0.0,2022,p_modothry4_s
IL,"S (2728): Incident Patients  (Pediatric) - Percent with Medicare coverage, 2022",30.0,2022,p_allmdcrmy4_s
IL,"S (2728): Incident Patients  (Pediatric) - Percent with Medicaid coverage only, 2022",40.0,2022,p_insmdcdmy4_s
IL,"S (2728): Incident Patients  (Pediatric) - Percent with employer group coverage only, 2022",20.0,2022,p_insempmy4_s
IL,"S (2728): Incident Patients  (Pediatric) - Percent with None, other or unknown coverage only, 2022",10.0,2022,p_insnonothmy4_s
IL,"S (2728): Incident Patients  (Pediatric) - No Pre-ESRD Nephrologist Care, 2022",25.0,2022,p_nephnomy4_s
IL,"S (2728): Incident Patients  (Pediatric) - Pre-ESRD Nephrologist Care Less Than 6 months, 2022",5.0,2022,p_nephy6my4_s
IL,"S (2728): Incident Patients  (Pediatric) - Pre-ESRD Nephrologist Care Between 6 and 12 months, 2022",15.0,2022,p_nephy612my4_s
IL,"S (2728): Incident Patients  (Pediatric) - Pre-ESRD Nephrologist Care Greater Than 12 months, 2022",15.0,2022,p_nephy12my4_s
IL,"S (2728): Incident Patients  (Pediatric) - Unknown Pre-ESRD Nephrologist Care, 2022",40.0,2022,p_nephunkmissmy4_s
IL,"S (2728): Incident Patients  (Pediatric) - Percent of Patients Informed of Transplant Options, 2022",100.0,2022,p_ptinfymy4_s
IL,"S (2728): Incident Patients  (Pediatric) - Percent of Incident HD Patients: AV Fistula, 2022",0.0,2022,p_mefavfmy4_s
IL,"S (2728): Incident Patients  (Pediatric) - Percent of Incident HD Patients: AV Graft, 2022",0.0,2022,p_mefgraftmy4_s
IL,"S (2728): Incident Patients  (Pediatric) - Percent of Incident HD Patients: Catheter, 2022",100.0,2022,p_mefcathmy4_s
IL,"S (2728): Incident Patients  (Pediatric) - Percent of Incident HD Patients: Other/Unknown/Missing, 2022",0.0,2022,p_mefoumaccessmy4_s
IL,"S (2728): Incident Patients  (Pediatric) - Percent of Incident Patients with Fistulae placed, 2022",0.0,2022,p_avfpresentmy4_s
IL,"S: Prevalent VA Type (Pediatric) - % of patients receiving treatment with fistulae, 2022",20.51,2022,p_ppavfy4_s
IL,"S: Prevalent VA Type (Pediatric) - Long-Term Catheter Rate, 2022",60.68,2022,p_ltcy4_s
IL,"S: Prevalent Waitlist (Pediatric) - % of patient-months (<18 only) on waitlist, 2022",53.89,2022,p_WLy4_s
IL,"S: Prevalent Waitlist (Pediatric) - % of patient-months <10 years on waitlist, 2022",46.08,2022,p_WLlt10y4_s
IL,"S: Prevalent Waitlist (Pediatric) - % of patient-months aged 10-17 on waitlist, 2022",61.11,2022,p_WL1017y4_s
IL,"S: HD HGB (Pediatric) - Average hemoglobin levels (g/dL), of valid in-range patient-months, 2022",10.64,2022,p_CWhdavgHGBy4_s
IL,"S: HD HGB (Pediatric) - % of patient-months with hemoglobin < 10 g/dL, 2022",28.57,2022,p_CWhdhgb1y4_s
IL,"S: HD HGB (Pediatric) - % of patient-months with hemoglobin 10 - <11 g/dL, 2022",23.81,2022,p_CWhdhgb2y4_s
IL,"S: HD HGB (Pediatric) - % of patient-months with hemoglobin 11 - 12 g/dL, 2022",30.48,2022,p_CWhdhgb3y4_s
IL,"S: HD HGB (Pediatric) - % of patient-months with hemoglobin > 12 g/dL, 2022",13.33,2022,p_CWhdhgb4y4_s
IL,"S: HD HGB (Pediatric) - % of patient-months with hemoglobin Missing or Out of Range, 2022",3.81,2022,p_CWhdhgb5y4_s
IL,"S: PD HGB (Pediatric) - Average hemoglobin levels (g/dL), of valid in-range patient-months, 2022",10.57,2022,p_CWpdavgHGBy4_s
IL,"S: PD HGB (Pediatric) - % of patient-months with hemoglobin < 10 g/dL, 2022",33.01,2022,p_CWpdhgb1y4_s
IL,"S: PD HGB (Pediatric) - % of patient-months with hemoglobin 10 - <11 g/dL, 2022",25.73,2022,p_CWpdhgb2y4_s
IL,"S: PD HGB (Pediatric) - % of patient-months with hemoglobin 11 - 12 g/dL, 2022",13.11,2022,p_CWpdhgb3y4_s
IL,"S: PD HGB (Pediatric) - % of patient-months with hemoglobin > 12 g/dL, 2022",19.42,2022,p_CWpdhgb4y4_s
IL,"S: PD HGB (Pediatric) - % of patient-months with hemoglobin Missing or Out of Range, 2022",8.74,2022,p_CWpdhgb5y4_s
IL,"S: Albumin (Pediatric) - Average serum albumin (g/dL), of valid in range HD patient-months, 2022",4.06,2022,p_CWhdalby4_s
IL,"S: Albumin (Pediatric) - % of HD patient-months with Serum Albumin < 3 g/dL, 2022",2.86,2022,p_CWhdalb1y4_s
IL,"S: Albumin (Pediatric) - % of HD patient-months with Serum Albumin 3 - < 3.5 g/dL, 2022",7.62,2022,p_CWhdalb2y4_s
IL,"S: Albumin (Pediatric) - % of HD patient-months with Serum Albumin 3.5 - < 4 g/dL, 2022",20.95,2022,p_CWhdalb3y4_s
IL,"S: Albumin (Pediatric) - % of HD patient-months with Serum Albumin >= 4 g/dL, 2022",64.76,2022,p_CWhdalb4y4_s
IL,"S: Albumin (Pediatric) - % of HD patient-months with Serum Albumin Missing, 2022",3.81,2022,p_CWhdalb5y4_s
IL,"S:  Albumin (Pediatric) - Average Serum Albumin, of valid in range PD patient-months, 2022",3.84,2022,p_CWpdalby4_s
IL,"S:  Albumin (Pediatric) - % of PD patient-months with Serum Albumin < 3 g/dL, 2022",3.88,2022,p_CWpdalb1y4_s
IL,"S:  Albumin (Pediatric) - % of PD patient-months with Serum Albumin 3 - < 3.5 g/dL, 2022",13.59,2022,p_CWpdalb2y4_s
IL,"S:  Albumin (Pediatric) - % of PD patient-months with Serum Albumin 3.5 - < 4 g/dL, 2022",34.47,2022,p_CWpdalb3y4_s
IL,"S:  Albumin (Pediatric) - % of PD patient-months with Serum Albumin >= 4 g/dL, 2022",38.83,2022,p_CWpdalb4y4_s
IL,"S:  Albumin (Pediatric) - % of PD patient-months with Serum Albumin Missing, 2022",9.22,2022,p_CWpdalb5y4_s
IL,"S: PD Kt/V (Pediatric)- % of patient-months with Kt/V >= 1.8, 2022",83.01,2022,p_CWpdktvge18y4_s
IL,"S: HD Kt/V (Pediatric)- % of patient-months with Kt/V >= 1.2, 2022",81.61,2022,p_CWhdktvge12y4_s
IL,"S: Patient Placement -  % of incident patients, 2022",17.09,2022,ppidy4_s
IL,"S: Patient Placement -  % of patients continuing at facility, 2022",69.91,2022,ppcdy4_s
IL,"S: Patient Placement -  % of patients that transfered into facility, 2022",13.0,2022,pptdy4_s
IL,"S: End of Year Status - % of patients death attributed to this facility, 2022",13.2,2022,pdhdy4_s
IL,"S: End of Year Status - % of patients death attributed to another facility, 2022",2.6,2022,pdody4_s
IL,"S: End of Year Status - % of patients that received a transplant, 2022",4.12,2022,ptxdy4_s
IL,"S: End of Year Status - % of patients alive in this facility, 2022",67.13,2022,pahdy4_s
IL,"S: End of Year Status - % of patients alive in another facility, 2022",9.18,2022,paody4_s
IL,"S: End of Year Status - % of patients other, 2022",3.76,2022,potdy4_s
IL,S (AFS): Facility Information - Average number of in-center HD patients on 12/31/2022,44.01,2022,iuhemy4m_s
IL,S (AFS): Facility Information - Average number of in-center frequent HD patients on 12/31/2022,0.02,2022,iufreqy4m_s
IL,S (AFS): Facility Information - Average number of in-center non-frequent HD patients on 12/31/2022,43.99,2022,iunonfreqy4m_s
IL,S (AFS): Facility Information - Average number of in-center patients with other modality on 12/31/2022,0.0,2022,iuothy4m_s
IL,S (AFS): Facility Information - Average number of in-center Continuous Ambulatory Peritoneal Dialysis patients on 12/31/2022,0.0,2022,iucapdy4m_s
IL,S (AFS): Facility Information - Average number of in-center Continuous Cycling Peritoneal Dialysis patients on 12/31/2022,0.0,2022,iuccpdy4m_s
IL,S (AFS): Facility Information - Average number of home HD patients on 12/31/2022,3.83,2022,ihhemy4m_s
IL,S (AFS): Facility Information - Average number of home frequent HD patients on 12/31/2022,0.67,2022,ihfreqy4m_s
IL,S (AFS): Facility Information - Average number of home non-frequent HD patients on 12/31/2022,3.15,2022,ihnonfreqy4m_s
IL,S (AFS): Facility Information - Average number of home patients with other modality on 12/31/2022,0.0,2022,ihothy4m_s
IL,S (AFS): Facility Information - Average number of home Continuous Ambulatory Peritoneal Dialysis patients on 12/31/2022,1.11,2022,ihcapdy4m_s
IL,S (AFS): Facility Information - Average number of home Continuous Cycling Peritoneal Dialysis patients on 12/31/2022,6.41,2022,ihccpdy4m_s
IL,"S (AFS): Facility Information - Average number of total staff positions on Dec 31 (full & part time), 2022",12.62,2022,staffy4m_s
IL,S (AFS): Facility Information - Average number of full time nurses on 12/31/2022,3.39,2022,nurseFTy4m_s
IL,S (AFS): Facility Information - Average number of full time patient care technicians on 12/31/2022,5.38,2022,ptcareFTy4m_s
IL,S (AFS): Facility Information - Average number of full time renal dieticians on 12/31/2022,0.91,2022,dietFTy4m_s
IL,S (AFS): Facility Information - Average number of full time social workers on 12/31/2022,1.15,2022,socwkFTy4m_s
IL,S (AFS): Facility Information - Average number of part time nurses on 12/31/2022,0.57,2022,nursePTy4m_s
IL,S (AFS): Facility Information - Average number of part time patient care technicians on 12/31/2022,0.58,2022,ptcarePTy4m_s
IL,S (AFS): Facility Information - Average number of part time renal dieticians on 12/31/2022,0.33,2022,dietPTy4m_s
IL,S (AFS): Facility Information -  Average number of part time social workers on 12/31/2022,0.31,2022,socwkPTy4m_s
IL,F (AFS): Facility Information - Vocational Rehab number of Patients 18-54 on 12/31/2022,26.91,2022,vocrehaby4m_s
IL,"S (AFS): Facility Information - Average % incident patients, 2022",15.28,2022,incpery4_s
IL,S (AFS): Facility Information - % Patients 18-54 who are employed on 12/31/2022,31.03,2022,employedy4_s
IL,S (AFS): Facility Information - % Patients 18-54 who are school on 12/31/2022,0.66,2022,schooly4_s
IL,"S: Prevalent VA Type (Nursing Home) - % of Patients Receiving Treatment with Fistulae, 2022",39.82,2022,nh_ppavfy4_s
IL,"S: Prevalent VA Type (Nursing Home) - Long-Term Catheter Rate, 2022",29.1,2022,nh_ltcy4_s
IL,"S: HD Kt/V (Nursing Home)- % of Patient-months with Kt/V < 1.2, 2022",2.31,2022,nh_CWhdktv1y4_s
IL,"S: PD Kt/V (Nursing Home) - % of Patient-months with with Kt/V < 1.7, 2022",8.95,2022,nh_CWpdktv1y4_s
IL,"S: HD HGB (Nursing Home) - % of Patient-months with Hemoglobin < 10 g/dL, 2022",31.85,2022,nh_CWhdhgb1y4_s
IL,"S: HD HGB (Nursing Home) - % of Patient-months with ESA Prescribed, 2022",75.41,2022,nh_CWhdesarxy4_s
IL,"S: PD HGB (Nursing Home) - % of Patient-months with Hemoglobin < 10 g/dL, 2022",29.69,2022,nh_CWpdhgb1y4_s
IL,"S: PD HGB (Nursing Home) - % of Patient-months with ESA Prescribed, 2022",57.19,2022,nh_CWpdesarxy4_s
IL,"S: All Patient Mortality (Nursing Home) - Observed death rate (per 100 patient-years), 2022",42.3,2022,nh_obdry4_s
IL,"S: All Patient Mortality (Nursing Home) - Standardized Mortality Ratio (SMR), 2022",1.16,2022,nh_smry4_s
IL,"S: All Patient Mortality (Nursing Home) - % of deaths from withdrawal, 2022",16.96,2022,nh_wity4_s
IL,"S: SHR (Nursing Home Admissions) - Observed Admission Rate (per patient-year in average facility), 2022",289.79,2022,nh_obhtry4_s
IL,"S: SHR (Nursing Home Admissions) - Standardized Hospitalization Ratio for Admissions, 2022",1.54,2022,nh_shrty4_s
IL,"S: Hospitalization (Nursing Home) - Diagnosis: % with Septicemia, 2022",24.37,2022,nh_sepiy4_s
IL,"S: Hospitalization (Nursing Home) - Diagnosis: % with Acute Myocardial Infarction, 2022",11.68,2022,nh_miiy4_s
IL,"S: Hospitalization (Nursing Home) - Diagnosis: % with Congestive Heart Failure, 2022",50.13,2022,nh_achfy4_s
IL,"S: Hospitalization (Nursing Home) - Diagnosis: % with Cardiac Dysrhythmia, 2022",37.08,2022,nh_acdry4_s
IL,"S: Hospitalization (Nursing Home) - Diagnosis: % with Cardiac Arrest, 2022",4.2,2022,nh_acary4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with AIDS, 2022",1.02,2022,nh_clmhivaidmy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Vascular Access-Related Infection, 2022",9.37,2022,nh_clminfvamy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Hepatitis B, 2022",0.94,2022,nh_clmhepbmy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Hepatitis Other, 2022",2.49,2022,nh_clmhepothmy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Metastatic Infection, 2022",3.97,2022,nh_clmmstinfmy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Pneumonia, 2022",10.51,2022,nh_clmpnemy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Tuberculosis, 2022",0.33,2022,nh_clmtbmy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Non-Vascular Access-Related Infection, 2022",40.86,2022,nh_clminfmy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Cardiac Arrest, 2022",2.41,2022,nh_clmcamy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Cardiac Dysrythmias, 2022",42.7,2022,nh_clmcdmy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Cerebrovascular Disease, 2022",18.45,2022,nh_clmcvdmy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Congestive Heart Failure, 2022",60.78,2022,nh_clmchfmy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Ischemic Heart Disease, 2022",50.76,2022,nh_clmihdmy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Myocardial Infarction, 2022",15.87,2022,nh_clmmimy4_s
IL,"S: Prevalent Comorbidities (Nursing Home) - % with Peripheral Vascular Disease, 2022",34.89,2022,nh_clmpvdmy4_s
IL,"S: Prevalent Patients (Nursing Home) - Age: % Less than 18 years, 12/31/2022",0.0,2022,nh_age1y4_s
IL,"S: Prevalent Patients (Nursing Home) - Age: % Between 18-64 years, 12/31/2022",32.64,2022,nh_age2y4_s
IL,"S: Prevalent Patients (Nursing Home) - Age: % Greater than or equal to 65 years, 12/31/2022",67.36,2022,nh_age3y4_s
IL,"S: Prevalent Patients (Nursing Home) - Primary Cause of ESRD: % Diabetes, 12/31/2022",48.96,2022,nh_dis1y4_s
IL,"S: Prevalent Patients (Nursing Home) - Primary Cause of ESRD: % Hypertension, 12/31/2022",34.58,2022,nh_dis2y4_s
IL,"S: Prevalent Patients (Nursing Home) - Primary Cause of ESRD: % Glomerulonephritis, 12/31/2022",3.39,2022,nh_dis3y4_s
IL,"S: Prevalent Patients (Nursing Home) - Primary Cause of ESRD: % Other/Unknown Cause, 12/31/2022",11.23,2022,nh_dis4y4_s
IL,"S: Prevalent Patients (Nursing Home) - Primary Cause of ESRD: % Missing Cause, 12/31/2022",1.84,2022,nh_dis5y4_s
IL,"S: Prevalent Patients (Nursing Home) - Race: % Asian/Pacific Islander, 12/31/2022",3.74,2022,nh_rac1y4_s
IL,"S: Prevalent Patients (Nursing Home) - Race: % African American, 12/31/2022",38.36,2022,nh_rac2y4_s
IL,"S: Prevalent Patients (Nursing Home) - Race: % Native American, 12/31/2022",0.14,2022,nh_rac3y4_s
IL,"S: Prevalent Patients (Nursing Home) - Race: % White, 12/31/2022",57.72,2022,nh_rac4y4_s
IL,"S: Prevalent Patients (Nursing Home) - Race: % Other/Unknown/Missing race, 12/31/2022",0.04,2022,nh_rac5y4_s
IL,"S: Prevalent Patients (Nursing Home) - Ethnicity: % Hispanic, 12/31/2022",11.16,2022,nh_eth1y4_s
IL,"S: Prevalent Patients (Nursing Home) - Ethnicity: % Non-Hispanic, 12/31/2022",88.7,2022,nh_eth2y4_s
IL,"S: Prevalent Patients (Nursing Home) - Ethnicity: % Unknown Ethnicity, 12/31/2022",0.14,2022,nh_eth3y4_s
IL,"S: Prevalent Patients (Nursing Home) - Vintage: % on ESRD Therapy less than 1 year, 12/31/2022",20.95,2022,nh_vin1y4_s
IL,"S: Prevalent Patients (Nursing Home) - Vintage: % on ESRD Therapy for 1-2 years, 12/31/2022",16.18,2022,nh_vin2y4_s
IL,"S: Prevalent Patients (Nursing Home) - Vintage: % on ESRD Therapy for 2-3 years, 12/31/2022",12.4,2022,nh_vin3y4_s
IL,"S: Prevalent Patients (Nursing Home) - Vintage: % on ESRD Therapy for 3-6 years, 12/31/2022",25.15,2022,nh_vin4y4_s
IL,"S: Prevalent Patients (Nursing Home) - Vintage: % on ESRD Therapy for over 6 years, 12/31/2022",25.33,2022,nh_vin5y4_s
IL,"S: Prevalent Patients (Nursing Home) - Sex: % Female, 12/31/2022",48.11,2022,nh_sexy4_s
IL,"S: Prevalent Patients (Nursing Home) - Modality: % on Hemodialysis, 12/31/2022",69.76,2022,nh_modhdy4_s
IL,"S: Prevalent Patients (Nursing Home) - Modality: % on Home Hemodialysis, 12/31/2022",27.02,2022,nh_modhhdy4_s
IL,"S: Prevalent Patients (Nursing Home) - % on Continuous Ambulatory Peritoneal Dialysis, 12/31/2022",0.49,2022,nh_modcapdy4_s
IL,"S: Prevalent Patients (Nursing Home) - % on Continuous Cycling Peritoneal Dialysis, 12/31/2022",2.61,2022,nh_modccpdy4_s
IL,"S: Prevalent Patients (Nursing Home) - % on Other Modality, 12/31/2022",0.11,2022,nh_modothry4_s
IL,"S: Incident Patients (Nursing Home) - Percent with Medicare alone or with other insurance, 2022",79.58,2022,nh_allmdcrmy4_s
IL,"S: Incident Patients (Nursing Home) - Percent with Medicaid coverage only, 2022",9.8,2022,nh_insmdcdmy4_s
IL,"S: Incident Patients (Nursing Home) - Percent with employer group coverage only, 2022",2.38,2022,nh_insempmy4_s
IL,"S: Incident Patients (Nursing Home) -  Percent with Other/Unknown/No insurance, 2022",8.24,2022,nh_insnonothmy4_s
IL,"S: Incident Patients (Nursing Home) - Percent of hemodialysis patients.: Arteriovenous Fistula, 2022",3.85,2022,nh_mefavfmy4_s
IL,"S: Incident Patients (Nursing Home) - Percent of hemodialysis patients.: Arteriovenous Graft, 2022",1.1,2022,nh_mefgraftmy4_s
IL,"S: Incident Patients (Nursing Home) - Percent of hemodialysis patients.: Catheter, 2022",92.03,2022,nh_mefcathmy4_s
IL,"S: Incident Patients (Nursing Home) - Percent of hemodialysis patients.: Other/Unknown/Missing Access, 2022",3.02,2022,nh_mefoumaccessmy4_s
IL,"S: Incident Patients (Nursing Home) - Percent of patients with Arteriovenous fistulae placed, 2022",7.23,2022,nh_avfpresentmy4_s
IL,"S: Incident Patients (Nursing Home) - No Pre-ESRD Nephrologist Care, 2022",7.33,2022,nh_nephnomy4_s
IL,"S: Incident Patients (Nursing Home) - Pre-ESRD Nephrologist Care Less Than 6 months, 2022",16.3,2022,nh_nephy6my4_s
IL,"S: Incident Patients (Nursing Home) - Pre-ESRD Nephrologist Care Between 6 and 12 months, 2022",11.26,2022,nh_nephy612my4_s
IL,"S: Incident Patients (Nursing Home) - Pre-ESRD Nephrologist Care Greater Than 12 months, 2022",16.48,2022,nh_nephy12my4_s
IL,"S: Incident Patients (Nursing Home) - Unknown Pre-ESRD Nephrologist Care, 2022",48.63,2022,nh_nephunkmissmy4_s
IL,"S: Incident Patients (Nursing Home) - Percent of Patients Informed of Transplant Options, 2022",92.77,2022,nh_ptinfymy4_s
IL,"S (2728): Incident Patients  - Percent alcohol dependent, 2022",1.48,2022,alcomy4_s
IL,"S (2728): Incident Patients  - Percent with atherosclerotic heart disease, 2022",7.66,2022,ashdmy4_s
IL,"S (2728): Incident Patients  - Percent with other cardiac disorder, 2022",22.83,2022,othcarmy4_s
IL,"S (2728): Incident Patients  - Percent with cancer, 2022",8.03,2022,canmy4_s
IL,"S (2728): Incident Patients  - Percent with congestive heart failure, 2022",26.71,2022,chfmy4_s
IL,"S (2728): Incident Patients  - Percent with cardiovascular disease, cerebral vascular incident, and transient ischemic attack, 2022",8.45,2022,cvamy4_s
IL,"S (2728): Incident Patients  - Percent with diabetes on insulin, 2022",42.71,2022,diabimy4_s
IL,"S (2728): Incident Patients  - Percent with diabetes, 2022",63.23,2022,diabmy4_s
IL,"S (2728): Incident Patients  - Percent drug dependent, 2022",1.2,2022,drugmy4_s
IL,"S (2728): Incident Patients  - Percent with history of hypertension, 2022",87.17,2022,hxhtmy4_s
IL,"S (2728): Incident Patients  - Percent inability to ambulate, 2022",3.86,2022,ambumy4_s
IL,"S (2728): Incident Patients  - Percent inability to transfer, 2022",1.7,2022,transmy4_s
IL,"S (2728): Incident Patients  - Percent with chronic obstructive pulmonary disease, 2022",8.84,2022,copdmy4_s
IL,"S (2728): Incident Patients  - Percent with PVD, 2022",5.65,2022,pvdmy4_s
IL,"S (2728): Incident Patients  - Percent smoker, 2022",5.91,2022,smokmy4_s
IL,"S (2728): Incident Patients  - Percent Hispanic, 2022",15.65,2022,ethmy4_s
IL,"S (2728): Incident Patients  - Percent White, 2022",62.05,2022,whitemy4_s
IL,"S (2728): Incident Patients  - Percent African American, 2022",32.08,2022,blackmy4_s
IL,"S (2728): Incident Patients  - Percent Native American, 2022",0.44,2022,nativmy4_s
IL,"S (2728): Incident Patients  - Percent Asian/Pacific Islander, 2022",5.26,2022,asianmy4_s
IL,"S (2728): Incident Patients  - Percent other/unknown/missing race, 2022",0.17,2022,racoummy4_s
IL,"S (2728): Incident Patients  - Percent currently employed FT/PT/student, 2022",32.33,2022,cempmy4_s
IL,"S (2728): Incident Patients  - Percent previously employed FT/PT/student, 2022",41.92,2022,pempmy4_s
IL,"S (2728): Incident Patients  - Percent diabetes as primary cause ESRD, 2022",43.61,2022,dbprimy4_s
IL,"S (2728): Incident Patients  - Percent glomerulonephritis as primary cause of ESRD, 2022",5.54,2022,gnprimy4_s
IL,"S (2728): Incident Patients  - Percent hypertension as primary cause ESRD, 2022",34.98,2022,htprimy4_s
IL,"S (2728): Incident Patients  - Percent other/missing primary cause of ESRD, 2022",15.87,2022,omprimy4_s
IL,"S (2728): Incident Patients  - Percent female, 2022",42.21,2022,femmy4_s
IL,"S (2728): Incident Patients  - Average age, 2022",64.73,2022,agemy4_s
IL,"S (2728): Incident Patients  - Average serum albumin, 2022",3.36,2022,salbmy4_s
IL,"S (2728): Incident Patients  - Average creatinine, 2022",6.36,2022,creamy4_s
IL,"S (2728): Incident Patients  - Average hemoglobin, 2022",9.25,2022,hgmy4_s
IL,"S (2728): Incident Patients  - GFR by MDRD formula, 2022",11.07,2022,gfrmy4_s
IL,"S (2728): Incident Patients  - Average count of comorbidities, 2022",2.95,2022,cntcomy4_s
IL,"S (2728): Incident Patients  - Primary Modality: Hemodialysis, 2022",82.85,2022,pdmodMEFHDmy4_s
IL,"S (2728): Incident Patients  - Primary Modality: Peritoneal Dialysis, 2022",17.15,2022,pdmodMEFPDmy4_s
IL,"S (2728): Incident Patients  -Primary Modality: Other/Unknown/Missing, 2022",0.0,2022,pdmodMEFOTHUNKmy4_s
IL,"S (2728): Incident Patients  - Percent with Medicare coverage only, 2022",44.19,2022,insmdcrmy4_s
IL,"S (2728): Incident Patients  - Percent with Medicaid coverage only, 2022",15.45,2022,insmdcdmy4_s
IL,"S (2728): Incident Patients  - Percent with Medicare and Medicaid coverage only, 2022",8.01,2022,insmdcrcdmy4_s
IL,"S (2728): Incident Patients  - Percent with employer group coverage only, 2022",12.24,2022,insempmy4_s
IL,"S (2728): Incident Patients  - Percent with no coverage, 2022",2.01,2022,insnonemy4_s
IL,"S (2728): Incident Patients  - Percent with Medicare and other coverage, 2022",11.09,2022,insmdcromy4_s
IL,"S (2728): Incident Patients  - Percent with other or unknown coverage, 2022",7.01,2022,insmedomy4_s
IL,"S (2728): Incident Patients  - Percent of Patients Received ESA prior to ESRD, 2022",13.01,2022,preepomy4_s
IL,"S (2728): Incident Patients  - No Pre-ESRD Nephrologist Care, 2022",10.48,2022,nephnomy4_s
IL,"S (2728): Incident Patients  - Pre-ESRD Nephrologist Care Less Than 6 months, 2022",16.32,2022,nephy6my4_s
IL,"S (2728): Incident Patients  - Pre-ESRD Nephrologist Care Between 6 and 12 months, 2022",15.93,2022,nephy612my4_s
IL,"S (2728): Incident Patients  - Pre-ESRD Nephrologist Care Greater Than 12 months, 2022",30.71,2022,nephy12my4_s
IL,"S (2728): Incident Patients  - Unknown Pre-ESRD Nephrologist Care, 2022",26.56,2022,nephunkmissmy4_s
IL,"S (2728): Incident Patients  - Percent of Patients Informed of Transplant Options, 2022",94.76,2022,ptinfymy4_s
IL,"S (2728): Incident Patients  - Reason Not Informed: Patient Medically Unfit, 2022",43.75,2022,ptxmedunfitmy4_s
IL,"S (2728): Incident Patients  - Reason Not Informed: Unsuitable Due to Age, 2022",0.0,2022,ptxagedmy4_s
IL,"S (2728): Incident Patients  - Reason Not Informed: Patient Psychologically Unfit, 2022",0.0,2022,ptxpsyunfitmy4_s
IL,"S (2728): Incident Patients  - Reason Not Informed: Patient Declined Information, 2022",15.0,2022,ptxdeclinemy4_s
IL,"S (2728): Incident Patients  - Reason Not Informed: Patient Has Not Been Assessed, 2022",55.42,2022,ptxnotassessmy4_s
IL,"S (2728): Incident Patients  - Percent of Incident HD Patients: Arteriovenous Fistula, 2022",10.22,2022,mefavfmy4_s
IL,"S (2728): Incident Patients  - Percent of Incident HD Patients: Arteriovenous Graft, 2022",2.63,2022,mefgraftmy4_s
IL,"S (2728): Incident Patients  - Percent of Incident HD Patients: Catheter, 2022",86.93,2022,mefcathmy4_s
IL,"S (2728): Incident Patients  - Percent of Incident HD Patients: Other/Unknown/Missing, 2022",0.21,2022,mefoumaccessmy4_s
IL,"S (2728): Incident Patients  - Percent of Incident Patients with Arteriovenous fistulae placed, 2022",16.54,2022,avfpresentmy4_s
IL,"S (2728): Incident Patients  - Median BMI for males >= 20 yrs, 2022",28.04,2022,bmimmy4_s
IL,"S (2728): Incident Patients  - Median BMI for females >= 20 yrs, 2022",29.41,2022,bmifmy4_s
IL,"S (2728): Incident Patients  - Average Patients Not Informed of Transplant Options, 2022",0.69,2022,ptinfnmy4m_s
IL,"S (2728): Incident Patients  - Average Number of incident hemodialysis patients (n),2022",10.91,2022,hemomy4m_s
IL,"S (2728): Incident Patients  - Average Number of forms returned, 2022",13.17,2022,nmy4m_s
