Red_ESRD,Medida,Puntaje_de_Medida,Año,Measure_id
4,"N: Incident Patients (Nursing Home) - Pre-ESRD Nephrologist Care Greater Than 12 months, 2022",27.22,2022,nh_nephy12my4_n
4,"N: Incident Patients (Nursing Home) - Unknown Pre-ESRD Nephrologist Care, 2022",18.44,2022,nh_nephunkmissmy4_n
4,"N: Incident Patients (Nursing Home) - Percent of Patients Informed of Transplant Options, 2022",90.35,2022,nh_ptinfymy4_n
4,"N (2728): Incident Patients  - Percent alcohol dependent, 2022",1.45,2022,alcomy4_n
4,"N (2728): Incident Patients  - Percent with atherosclerotic heart disease, 2022",14.93,2022,ashdmy4_n
4,"N (2728): Incident Patients  - Percent with other cardiac disorder, 2022",24.6,2022,othcarmy4_n
4,"N (2728): Incident Patients  - Percent with cancer, 2022",8.78,2022,canmy4_n
4,"N (2728): Incident Patients  - Percent with congestive heart failure, 2022",28.81,2022,chfmy4_n
4,"N (2728): Incident Patients  - Percent with cardiovascular disease, cerebral vascular incident, and transient ischemic attack, 2022",9.22,2022,cvamy4_n
4,"N (2728): Incident Patients  - Percent with diabetes on insulin, 2022",40.44,2022,diabimy4_n
4,"N (2728): Incident Patients  - Percent with diabetes, 2022",60.18,2022,diabmy4_n
4,"N (2728): Incident Patients  - Percent drug dependent, 2022",1.4,2022,drugmy4_n
4,"N (2728): Incident Patients  - Percent with history of hypertension, 2022",85.0,2022,hxhtmy4_n
4,"N (2728): Incident Patients  - Percent inability to ambulate, 2022",5.37,2022,ambumy4_n
4,"N (2728): Incident Patients  - Percent inability to transfer, 2022",2.56,2022,transmy4_n
4,"N (2728): Incident Patients  - Percent with chronic obstructive pulmonary disease, 2022",9.09,2022,copdmy4_n
4,"N (2728): Incident Patients  - Percent with PVD, 2022",7.93,2022,pvdmy4_n
4,"N (2728): Incident Patients  - Percent smoker, 2022",7.11,2022,smokmy4_n
4,"N (2728): Incident Patients  - Percent Hispanic, 2022",6.33,2022,ethmy4_n
4,"N (2728): Incident Patients  - Percent White, 2022",67.11,2022,whitemy4_n
4,"N (2728): Incident Patients  - Percent African American, 2022",29.17,2022,blackmy4_n
4,"N (2728): Incident Patients  - Percent Native American, 2022",0.76,2022,nativmy4_n
4,"N (2728): Incident Patients  - Percent Asian/Pacific Islander, 2022",2.72,2022,asianmy4_n
4,"N (2728): Incident Patients  - Percent other/unknown/missing race, 2022",0.25,2022,racoummy4_n
4,"N (2728): Incident Patients  - Percent currently employed FT/PT/student, 2022",29.39,2022,cempmy4_n
4,"N (2728): Incident Patients  - Percent previously employed FT/PT/student, 2022",39.28,2022,pempmy4_n
4,"N (2728): Incident Patients  - Percent diabetes as primary cause ESRD, 2022",44.01,2022,dbprimy4_n
4,"N (2728): Incident Patients  - Percent glomerulonephritis as primary cause of ESRD, 2022",6.46,2022,gnprimy4_n
4,"N (2728): Incident Patients  - Percent hypertension as primary cause ESRD, 2022",28.48,2022,htprimy4_n
4,"N (2728): Incident Patients  - Percent other/missing primary cause of ESRD, 2022",21.06,2022,omprimy4_n
4,"N (2728): Incident Patients  - Percent female, 2022",38.77,2022,femmy4_n
4,"N (2728): Incident Patients  - Average age, 2022",64.76,2022,agemy4_n
4,"N (2728): Incident Patients  - Average serum albumin, 2022",3.43,2022,salbmy4_n
4,"N (2728): Incident Patients  - Average creatinine, 2022",6.53,2022,creamy4_n
4,"N (2728): Incident Patients  - Average hemoglobin, 2022",9.37,2022,hgmy4_n
4,"N (2728): Incident Patients  - GFR by MDRD formula, 2022",10.6,2022,gfrmy4_n
4,"N (2728): Incident Patients  - Average count of comorbidities, 2022",3.07,2022,cntcomy4_n
4,"N (2728): Incident Patients  - Primary Modality: Hemodialysis, 2022",85.74,2022,pdmodMEFHDmy4_n
4,"N (2728): Incident Patients  - Primary Modality: Peritoneal Dialysis, 2022",14.26,2022,pdmodMEFPDmy4_n
4,"N (2728): Incident Patients  -Primary Modality: Other/Unknown/Missing, 2022",0.0,2022,pdmodMEFOTHUNKmy4_n
4,"N (2728): Incident Patients  - Percent with Medicare coverage only, 2022",51.78,2022,insmdcrmy4_n
4,"N (2728): Incident Patients  - Percent with Medicaid coverage only, 2022",13.55,2022,insmdcdmy4_n
4,"N (2728): Incident Patients  - Percent with Medicare and Medicaid coverage only, 2022",6.57,2022,insmdcrcdmy4_n
4,"N (2728): Incident Patients  - Percent with employer group coverage only, 2022",12.79,2022,insempmy4_n
4,"N (2728): Incident Patients  - Percent with no coverage, 2022",0.87,2022,insnonemy4_n
4,"N (2728): Incident Patients  - Percent with Medicare and other coverage, 2022",9.07,2022,insmdcromy4_n
4,"N (2728): Incident Patients  - Percent with other or unknown coverage, 2022",5.37,2022,insmedomy4_n
4,"N (2728): Incident Patients  - Percent of Patients Received ESA prior to ESRD, 2022",19.85,2022,preepomy4_n
4,"N (2728): Incident Patients  - No Pre-ESRD Nephrologist Care, 2022",11.9,2022,nephnomy4_n
4,"N (2728): Incident Patients  - Pre-ESRD Nephrologist Care Less Than 6 months, 2022",18.69,2022,nephy6my4_n
4,"N (2728): Incident Patients  - Pre-ESRD Nephrologist Care Between 6 and 12 months, 2022",19.14,2022,nephy612my4_n
4,"N (2728): Incident Patients  - Pre-ESRD Nephrologist Care Greater Than 12 months, 2022",37.37,2022,nephy12my4_n
4,"N (2728): Incident Patients  - Unknown Pre-ESRD Nephrologist Care, 2022",12.9,2022,nephunkmissmy4_n
4,"N (2728): Incident Patients  - Percent of Patients Informed of Transplant Options, 2022",94.47,2022,ptinfymy4_n
4,"N (2728): Incident Patients  - Reason Not Informed: Patient Medically Unfit, 2022",41.53,2022,ptxmedunfitmy4_n
4,"N (2728): Incident Patients  - Reason Not Informed: Unsuitable Due to Age, 2022",0.0,2022,ptxagedmy4_n
4,"N (2728): Incident Patients  - Reason Not Informed: Patient Psychologically Unfit, 2022",0.0,2022,ptxpsyunfitmy4_n
4,"N (2728): Incident Patients  - Reason Not Informed: Patient Declined Information, 2022",13.31,2022,ptxdeclinemy4_n
4,"N (2728): Incident Patients  - Reason Not Informed: Patient Has Not Been Assessed, 2022",47.98,2022,ptxnotassessmy4_n
4,"N (2728): Incident Patients  - Percent of Incident HD Patients: Arteriovenous Fistula, 2022",14.97,2022,mefavfmy4_n
4,"N (2728): Incident Patients  - Percent of Incident HD Patients: Arteriovenous Graft, 2022",3.2,2022,mefgraftmy4_n
4,"N (2728): Incident Patients  - Percent of Incident HD Patients: Catheter, 2022",81.44,2022,mefcathmy4_n
4,"N (2728): Incident Patients  - Percent of Incident HD Patients: Other/Unknown/Missing, 2022",0.39,2022,mefoumaccessmy4_n
4,"N (2728): Incident Patients  - Percent of Incident Patients with Arteriovenous fistulae placed, 2022",25.81,2022,avfpresentmy4_n
4,"N (2728): Incident Patients  - Median BMI for males >= 20 yrs, 2022",28.3,2022,bmimmy4_n
4,"N (2728): Incident Patients  - Median BMI for females >= 20 yrs, 2022",29.26,2022,bmifmy4_n
4,"N (2728): Incident Patients  - Average Patients Not Informed of Transplant Options, 2022",0.69,2022,ptinfnmy4m_n
4,"N (2728): Incident Patients  - Average Number of incident hemodialysis patients (n),2022",10.72,2022,hemomy4m_n
4,"N (2728): Incident Patients  - Average Number of forms returned, 2022",12.5,2022,nmy4m_n
4,"N: All Patient Mortality - Average number of patients (per year in average facility), 2019-2022",69.09,2019,rdsmzm_n
4,"N: All Patient Mortality - Average years at risk for mortality (per year in average facility), 2019-2022",44.84,2019,dyzm_n
4,"N: All Patient Mortality - Average number of deaths (per year in average facility), 2019-2022",9.19,2019,deazm_n
4,"N: All Patient Mortality - Average expected deaths (per year in average facility), 2019-2022",10.23,2019,exdzm_n
4,"N: All Patient Mortality - Average number deaths from dialysis, unrelated deaths (per year in average facility), 2019-2022",0.06,2019,dudzm_n
4,"N: All Patient Mortality - Standardized Mortality Ratio (SMR), 2019-2022",0.9,2019,smrz_n
4,"N: All Patient Mortality - % of deaths from withdrawl, 2019-2022",27.92,2019,witz_n
4,"N: All Patient Mortality - % of deaths from infection, 2019-2022",9.42,2019,infz_n
4,"N: All Patient Mortality - % of deaths from cardiac causes, 2019-2022",42.91,2019,cardz_n
4,"N: All Patient Mortality - % of deaths from liver disease, 2019-2022",1.29,2019,livz_n
4,"N: First-Year Mortality - Average number of new patients, 2019 - 2021",13.37,2019,fynmzm_n
4,"N: First-Year Mortality - Average Years at risk , 2019 - 2021",7.97,2019,fydyzm_n
4,"N: First-Year Mortality - Average number of deaths, 2019 - 2021",2.31,2019,fydeazm_n
4,"N: First-Year Mortality - Average number of expected deaths, 2019 - 2021",2.49,2019,fyexdzm_n
4,"N: First-Year Mortality - Standardized First-Year Mortality Ratio, 2019 - 2021",0.93,2019,fysmrz_n
4,"N: First-Year Mortality - Percent of deaths from withdrawal, 2019 - 2021",29.55,2019,fywitz_n
4,"N: First-Year Mortality - Percent of deaths from infection, 2019 - 2021",9.46,2019,fyinfz_n
4,"N: First-Year Mortality - Percent of deaths from cardiac causes, 2019 - 2021",37.2,2019,fycardiacz_n
4,"N: First-Year Mortality - Percent of deaths from liver disease, 2019 - 2021",2.2,2019,fylivz_n
4,"N: Hospitalization - Average Number of Patients (per year in average facility), 2019-2022",56.71,2019,rdshzm_n
4,"N: SHR (Admissions) - Average Number of Hospital Admissions (per year in average facility), 2019-2022",55.57,2019,htazm_n
4,"N: SHR (Admissions) - Average Expected Number of Hospital Admissions (per year in average facility), 2019-2022",54.49,2019,extzm_n
4,"N: SHR (Days) - Average Days Hospitalized (per year in average facility), 2019-2022",451.47,2019,hdzm_n
4,"N: SHR (Days) - Average Expected Days Hospitalized (per year in average facility), 2019-2022",447.55,2019,exhdzm_n
4,"N: Hospitalization - Average Years at Risk (per year in average facility), 2019-2022",36.11,2019,hdyzm_n
4,"N: SHR (Admissions) - Average Standardized Hospitalization Ratio for Admissions (per year in average facility), 2019-2022",1.02,2019,shrtz_n
4,"N: SHR (Days) - Average Standardized Hospitalization Ratio for Days (per year in average facility), 2019-2022",1.01,2019,shrdz_n
4,"N: SHR (Days) - Average Length of Stay (days per admission, per year in average facility), 2019-2022",7.8,2019,lenz_n
4,"N: SHR (Admissions) - Average % One Day Admissions (per year in average facility), 2019-2022",8.52,2019,onez_n
4,"N: Hospitalization - Diagnosis: Average % with Acute Myocardial Infarction (per year in average facility), 2019-2022",6.55,2019,miiz_n
4,"N: Hospitalization - Diagnosis: Average % with Septicemia (per year in average facility), 2019-2022",12.2,2019,sepiz_n
4,"N: Hospitalization - Diagnosis: Average % with Congestive Heart Failure (per year in average facility), 2019-2022",32.35,2019,achfz_n
4,"N: Hospitalization - Diagnosis: Average % with Cardiac Dysrhythmia (per year in average facility), 2019-2022",23.42,2019,acdrz_n
4,"N: Hospitalization - Diagnosis: Average % with Cardiac Arrest (per year in average facility), 2019-2022",2.41,2019,acarz_n
4,"N: SHR (Admissions) -Average % Inpatient Admissions Originating in ED (per year in average facility), 2019-2022",86.78,2019,ipedz_n
4,"N: ED30 - Average annual index discharges, 2019-22",30.77,2019,ed30indexzm_n
4,"N: ED30- Average annual number of ED visits, 2019-22",4.18,2019,ed30obszm_n
4,"N: ED30 - Average annual expected ED visits, 2019-22",5.11,2019,ed30expzm_n
4,"N: ED30: Standardized Ratio of ED30, 2019-22",0.86,2019,ed30z_n
4,"N SRR -  Standardized Readmission Ratio, 2022",1.03,2022,srry4_n
4,"N: SRR - Average index discharges, 2022",53.06,2022,indexmy4_n
4,"N: SRR - Average number of readmissions, 2022",13.96,2022,readmmy4_n
4,"N: SRR - Average expected readmissions, 2022",14.49,2022,srrexpmy4_n
4,Pt included in SEDR analysis,36.3,2019,rdsezm_n
4,Total number of ED Visits,29.61,2019,hedzm_n
4,Expected number of ED events,34.53,2019,exedzm_n
4,Years at risk for ED visit rate,23.05,2019,edyrzm_n
4,Years at risk for ED visit rate,35310.72,2019,edyrz_n
4,"N: SEDR - Standardized Emergency Department Encounter Ratio, 2019-2022",0.86,2019,sedrz_n
4,"N: STR - Average number of eligible patients (age<75) with no previous transplant (per year in average facility), 2019-2022",48.28,2019,rdstzm_n
4,"N: STR - Average number of patients (per year in average facility), 2019-2022",52.83,2019,rdsalltzm_n
4,"N: STR - Average number of 1st transplant (per year in average facility), 2019-2022",1.68,2019,txzm_n
4,"N: Transplantation - Average number of transplants (per year in average facility), 2019-2022",1.92,2019,txallzm_n
4,"N: STR - Average number of years at risk for eligible patients (age<75) with no previous transplant (per year in average facility), 2019-2022",31.35,2019,txyzm_n
4,"N: STR - Average number of deceased donor transplant (per year in average facility), 2019-2022",1.47,2019,cadalltzm_n
4,"N: STR - Average number of living donor transplant (per year in average facility), 2019-2022",0.49,2019,livealltzm_n
4,"N: STR - Average number of expected 1st transplant (per year in average facility), 2019-2022",1.46,2019,extxzm_n
4,"N: STR - Standardized 1st Transplant Ratio, 2019-2022",1.15,2019,strz_n
4,"N: Prevalent Waitlist - Average number of eligible dialysis patients (age<75), 2022",49.81,2022,pppwpty4m_n
4,"N: Prevalent Waitlist - % of patient-months (age<75) on waitlist, 2022",23.4,2022,WLy4_n
4,"N: Prevalent Waitlist - % of patient-months < 40 years on waitlist, 2022",34.91,2022,WLlt40y4_n
4,"N: Prevalent Waitlist - % of patient-months aged 40-74 on waitlist, 2022",22.17,2022,WL4074y4_n
4,"N: Prevalent Waitlist - % of male patient-months (age<75) on waitlist, 2022",24.8,2022,WLmaley4_n
4,"N: Prevalent Waitlist - % of female patient-months (age<75) on waitlist, 2022",21.23,2022,WLfemy4_n
4,"N: Prevalent Waitlist - % Hispanic White patient-months (age<75)on waitlist, 2022",22.89,2022,WLwhhy4_n
4,"N: Prevalent Waitlist - % Non-Hispanic White patient-months (age<75) on waitlist, 2022",21.18,2022,WLwhnhy4_n
4,"N: Prevalent Waitlist - % of African American patient-months (age<75) on waitlist, 2022",25.22,2022,WLbly4_n
4,"N: Prevalent Waitlist - % of Asian patient-months (age<75) on waitlist, 2022",36.64,2022,WLasy4_n
4,"N: Prevalent Waitlist - % of Native American patient-months (age<75) on waitlist, 2022",29.34,2022,WLnay4_n
4,"N: Prevalent Waitlist - % of other/unknown race patient-months (age<75) on waitlist, 2022",9.47,2022,WLothy4_n
4,"N: Prevalent Waitlist - % of diabetic patient-months (age<75) on waitlist, 2022",19.42,2022,WLDMy4_n
4,"N: Prevalent Waitlist - % of non-diabetic patient-months (age<75) on waitlist, 2022",26.25,2022,WLnodmy4_n
4,"N: Prevalent Waitlist - % of patient-months (age<75) without previous transplant on waitlist, 2022",22.08,2022,WLnotxy4_n
4,"N: Prevalent Waitlist - % of patient-months (age<75) with prev KI transplant on waitlist, 2022",36.71,2022,WLtxy4_n
4,"N: Prevalent Waitlist - % of patient-months (age<75) with <2 years of prior ESRD therapy on waitlist, 2022",19.47,2022,WLVCat1y4_n
4,"N: Prevalent Waitlist - % of patient-months (age<75) with 2-4 years of prior ESRD therapy on waitlist, 2022",29.17,2022,WLVCat2y4_n
4,"N: Prevalent Waitlist - % of patient-months (age<75) with 5+ years of prior ESRD therapy on waitlist, 2022",22.76,2022,WLVCat3y4_n
4,"N: Prevalent Waitlist - Average number of patient-months (age<75) at risk, 2022",415.73,2022,pppwpmy4m_n
4,"N: Prevalent Waitlist - Age-adjusted percentage of patient-months waitlisted (age<75), 2022",21.62,2022,pppwy4_n
4,"N: Incident Waitlist - Average number of patients (per year in average facility), 2019-2021",7.89,2019,swrptzm_n
4,"N: Incident Waitlist - Average number of of patient-years at risk (per year in average facility), 2019-2021",6.13,2019,swrpyzm_n
4,"N: Incident Waitlist - Average number of waitlisting or receipt of a living-donor transplant for SWR (per year in average facility), 2019-2021",0.81,2019,swrwlzm_n
4,"N: Incident Waitlist - Average number of expected transplant waitlisting or receipt of a living-donor transplant (per year in average facility), 2019-2021",0.54,2019,swrexwlzm_n
4,"N: Incident Waitlist - Standardized Waitlist Ratio, 2019 - 2021",1.52,2019,swrz_n
4,"N: Influenza - % of patients vaccinated, 8/1-3/31, 2021",83.26,2021,FVfy3_n
4,"N: Influenza - % of patients that declined vaccination, 8/1-3/31, 2021",9.08,2021,FVdeclinedfy3_n
4,"N: Influenza - % of patients without vaccination due to outside vaccination reported but no documentation, 8/1-3/31, 2021",0.1,2021,FVovndfy3_n
4,"N: Influenza - % of patients without vaccination due to other reason or vaccine data not available, 8/1-3/31, 2021",7.66,2021,FVothrsnfy3_n
4,"N: Influenza - % of patients vaccinated, 8/1-12/31, 2022",66.35,2022,FVhy4_n
4,"N: Influenza - % of Medicare patients vaccinated, 8/1-12/31, 2022",68.1,2022,FVmcarehy4_n
4,"N: Influenza - % of Medicare Advantage patients vaccinated, 8/1-12/31, 2022",68.59,2022,FVmahy4_n
4,"N: Influenza - % of patients with Medicare as primary insurer vaccinated, 8/1-12/31, 2022",68.0,2022,FVmpphy4_n
4,"N: Influenza - % of dual Medicare/Medicaid eligible patients vaccinated, 8/1-12/31, 2022",67.25,2022,FVdualhy4_n
4,"N: Influenza - % of patients with Medicare as secondary insurer vaccinated, 8/1-12/31, 2022",66.26,2022,FVmsphy4_n
4,"N: Influenza - % of Non-Medicare patients vaccinated, 8/1-12/31, 2022",56.84,2022,FVnonmcarehy4_n
4,"N: Influenza - % of dialysis patients <18 vaccinated, 8/1-12/31, 2022",32.0,2022,FVlt18hy4_n
4,"N: Influenza - % of dialysis patients 18-39 vaccinated, 8/1-12/31, 2022",59.17,2022,FV1839hy4_n
4,"N: Influenza - % of dialysis patients 40-64 vaccinated, 8/1-12/31, 2022",63.44,2022,FV4064hy4_n
4,"N: Influenza - % of dialysis patients 65-74 vaccinated, 8/1-12/31, 2022",68.33,2022,FV6574hy4_n
4,"N: Influenza - % of dialysis patients 75+ vaccinated, 8/1-12/31, 2022",71.06,2022,FV75uphy4_n
4,"N: Influenza - % of male dialysis patients vaccinated, 8/1-12/31, 2022",65.89,2022,FVmalehy4_n
4,"N: Influenza - % of female dialysis patients vaccinated, 8/1-12/31, 2022",67.02,2022,FVfemhy4_n
4,"N: Influenza - % of Asian dialysis patients vaccinated, 8/1-12/31, 2022",72.02,2022,FVashy4_n
4,"N: Influenza - % of Native American dialysis patients vaccinated, 8/1-12/31, 2022",36.96,2022,FVnahy4_n
4,"N: Influenza - % of white dialysis patients vaccinated, 8/1-12/31, 2022",67.5,2022,FVwhhy4_n
4,"N: Influenza - % of Other race dialysis patients vaccinated, 8/1-12/31, 2022",46.43,2022,FVrothhy4_n
4,"N: Influenza - % of black dialysis patients vaccinated, 8/1-12/31, 2022",64.34,2022,FVblkhy4_n
4,"N: Influenza - % of Hispanic dialysis patients vaccinated, 8/1-12/31, 2022",69.84,2022,FVhisphy4_n
4,"N: Influenza - % of dialysis patients with <1 year of prior ESRD therapy vaccinated, 8/1-12/31, 2022",54.62,2022,FVVCat1hy4_n
4,"N: Influenza - % of dialysis patients with 1-2 years of prior ESRD therapy vaccinated, 8/1-12/31, 2022",66.9,2022,FVVCat2hy4_n
4,"N: Influenza - % of dialysis patients with 3+ years of prior ESRD therapy vaccinated, 8/1-12/31, 2022",71.01,2022,FVVCat3hy4_n
4,"N: Influenza - Average number of patients treated on 12/31, 2022",49.91,2022,eFVy4m_n
4,"N: Influenza - Average number of patients not vaccinated due to medical contraindication, 8/1-3/31, 2022",0.58,2022,medrsnfy4m_N
4,"N: HD HGB (Adult) - Average hemoglobin levels (g/dL), of valid in-range patient-months, 2022",10.7,2022,CWhdavgHGBy4_n
4,"N: HD HGB (Adult) - % of patient-months with hemoglobin < 10 g/dL, 2022",23.21,2022,CWhdhgb1y4_n
4,"N: HD HGB (Adult) - % of patient-months with hemoglobin 10 - <11 g/dL, 2022",34.42,2022,CWhdhgb2y4_n
4,"N: HD HGB (Adult) - % of patient-months with hemoglobin 11 - 12 g/dL, 2022",28.33,2022,CWhdhgb3y4_n
4,"N: HD HGB (Adult) - % of patient-months with hemoglobin > 12 g/dL, 2022",11.38,2022,CWhdhgb4y4_n
4,"N: HD HGB (Adult) - % of patient-months with hemoglobin Missing or Out of Range, 2022",2.67,2022,CWhdhgb5y4_n
4,"N: HD HGB (Adult) - % of patient-months with ESA prescribed, 2022",76.97,2022,CWhdesarxy4_n
4,"N: PD HGB (Adult) - Average hemoglobin levels (g/dL), of valid in-range patient-months, 2022",10.84,2022,CWpdavgHGBy4_n
4,"N: PD HGB (Adult) - % of patient-months with hemoglobin < 10 g/dL, 2022",24.51,2022,CWpdhgb1y4_n
4,"N: PD HGB (Adult) - % of patient-months with hemoglobin 10 - <11 g/dL, 2022",28.43,2022,CWpdhgb2y4_n
4,"N: PD HGB (Adult) - % of patient-months with hemoglobin 11 - 12 g/dL, 2022",25.23,2022,CWpdhgb3y4_n
4,"N: PD HGB (Adult) - % of patient-months with hemoglobin > 12 g/dL, 2022",18.2,2022,CWpdhgb4y4_n
4,"N: PD HGB (Adult) - % of patient-months with hemoglobin Missing or Out of Range, 2022",3.64,2022,CWpdhgb5y4_n
4,"N: PD HGB (Adult) - % of patient-months with ESA prescribed, 2022",54.23,2022,CWpdesarxy4_n
4,"N: HD HGB (Adult) - Average number of eligible patients, 2022",59.77,2022,CWhdptdenomy4m_n
4,"N: HD HGB (Adult) - Average number of eligible patient-months, 2022",504.47,2022,CWhdptmthdenomy4m_n
4,"N: PD HGB (Adult) - Average number of eligible patients, 2022",16.87,2022,CWpdptdenomy4m_n
4,"N: PD HGB (Adult) - Average number of eligible patient-months, 2022",128.39,2022,CWpdptmthdenomy4m_n
4,"N: STrR (Adult) - Average Number of Medicare Patients, 2022",26.4,2022,rdstfy4m_n
4,"N: STrR (Adult) - Average Patient Years at Risk, 2022",15.55,2022,tfyy4m_n
4,"N: STrR (Adult) - Average Number of Transfusions, 2022",4.98,2022,tfy4m_n
4,"N: STrR (Adult) - Average Expected Total Number of Transfusions, 2022",5.16,2022,extfy4m_n
4,"N: STrR (Adult) - Standardized Transfusion Ratio, 2022",0.96,2022,strry4_n
4,"N: Albumin (Adult) - Average Serum Albumin, of valid in range HD patient-months, 2022",3.89,2022,CWhdalby4_n
4,"N: Albumin (Adult) - % of HD patient-months with serum albumin < 3 g/dL, 2022",2.17,2022,CWhdalb1y4_n
4,"N: Albumin (Adult) - % of HD patient-months with serum albumin 3 - < 3.5 g/dL, 2022",9.1,2022,CWhdalb2y4_n
4,"N: Albumin (Adult) - % of HD patient-months with serum albumin 3.5 - < 4 g/dL, 2022",38.57,2022,CWhdalb3y4_n
4,"N: Albumin (Adult) - % of HD patient-months with serum albumin >= 4 g/dL, 2022",46.23,2022,CWhdalb4y4_n
4,"N: Albumin (Adult) - % of HD patient-months with serum albumin Missing, 2022",3.93,2022,CWhdalb5y4_n
4,"N: Albumin (Adult) - % of HD patient-months with Serum Albumin  < 4.0 g/dL, 2022",49.84,2022,CWhdalblt4y4_n
4,"N: UFR (Adult) - Average UFR, of valid in range HD patient-months, 2022",7.31,2022,CWhdavgufry4_n
4,"N: UFR (Adult) - % of HD patient-months with UFR <= 13 ml/kg/hr, 2022",87.94,2022,CWhdufr1y4_n
4,"N: UFR (Adult) - % of HD patient-months with UFR > 13 ml/kg/hr, 2022",6.07,2022,CWhdufr2y4_n
4,"N: UFR (Adult) - % of HD patient-months with UFR Missing, 2022",3.69,2022,CWhdufrmissy4_n
4,"N: UFR (Adult) - % of HD patient-months with UFR Out of Range (> 20 ml/kg/hr), 2022",2.3,2022,CWhdufrgt20y4_n
4,"N: Albumin (Adult) - Average Serum Albumin, of valid in range PD patient-months, 2022",3.66,2022,CWpdalby4_n
4,"N: Albumin (Adult) - % of PD patient-months with serum albumin < 3 g/dL, 2022",6.78,2022,CWpdalb1y4_n
4,"N: Albumin (Adult) - % of PD patient-months with serum albumin 3 - < 3.5 g/dL, 2022",21.82,2022,CWpdalb2y4_n
4,"N: Albumin (Adult) - % of PD patient-months with serum albumin 3.5 - < 4 g/dL, 2022",40.93,2022,CWpdalb3y4_n
4,"N: Albumin (Adult) - % of PD patient-months with serum albumin >= 4 g/dL, 2022",26.85,2022,CWpdalb4y4_n
4,"N: Albumin (Adult) - % of PD patient-months with serum albumin Missing, 2022",3.62,2022,CWpdalb5y4_n
4,"N: Albumin (Adult) - % of PD patient-months with Serum Albumin  < 4.0 g/dL, 2022",69.53,2022,CWpdalblt4y4_n
4,"N: HD Dialysis Adequacy (Adult)- Average number of eligible patients, 2022",59.77,2022,CWhddenomy4m_n
4,"N: HD Dialysis Adequacy (Adult) - Average number of Eligible Dialysis Patient-months, 2022",504.47,2022,CWhdmthdenomy4m_n
4,"N: PD Dialysis Adequacy (Adult)- Average number of eligible patients, 2022",16.87,2022,CWpddenomy4m_n
4,"N: PD Dialysis Adequacy (Adult) - Average number of Eligible Dialysis Patient-months, 2022",128.39,2022,CWpdmthdenomy4m_n
4,"N: PD Kt/V (Adult)- Average Kt/V, of valid in-range values, 2022",2.23,2022,CWpdavgktvy4_n
4,"N: PD Kt/V (Adult)- % of patient-months with Kt/V < 1.7, 2022",6.78,2022,CWpdktv1y4_n
4,"N: PD Kt/V (Adult)- % of patient-months with Kt/V 1.7-<2.5, 2022",66.13,2022,CWpdktv2y4_n
4,"N: PD Kt/V (Adult)- % of patient-months with Kt/V >= 2.5, 2022",24.01,2022,CWpdktv3y4_n
4,"N: PD Kt/V (Adult)- % of patient-months with Kt/V missing or out of range, 2022",3.09,2022,CWpdktv4y4_n
4,"N: HD Kt/V (Adult)- Average Kt/V, of valid in-range values, 2022",1.6,2022,CWhdavgktvy4_n
4,"N: HD Kt/V (Adult)- % of patient-months with Kt/V < 1.2, 2022",2.36,2022,CWhdktv1y4_n
4,"N: HD Kt/V (Adult)- % of patient-months with Kt/V 1.2-<1.8, 2022",74.7,2022,CWhdktv2y4_n
4,"N: HD Kt/V (Adult)- % of patient-months with Kt/V >= 1.8, 2022",20.88,2022,CWhdktv3y4_n
4,"N: HD Kt/V (Adult)- % of patient-months with Kt/V missing or out of range, 2022",2.06,2022,CWhdktv4y4_n
4,"N: HD Kt/V (Adult)- Average number of eligible patients, 2022",58.39,2022,CWhdktvptsy4m_N
4,"N: HD Kt/V (Adult)- Average number of eligible patient-months, 2022",487.27,2022,CWhdktvptmthy4m_N
5,"NETWORK: COVID - % of Medicare patients initially infected with COVID, 2022-Q4",3.58,2022,allmcFcovpatPq4_n
5,"NETWORK: COVID - % of Medicare patients ever infected with COVID, 2022-Q4",26.58,2022,allmcEcovpatPq4_n
5,"NETWORK: COVID - % of deaths with patients ever infected with COVID, 2022-Q4",36.71,2022,allmcEcovDeaPq4_n
5,"NETWORK: COVID - % of hospitalizations with patients ever infected with COVID, 2022-Q4",35.67,2022,allmcEcovHosPq4_n
5,"NETWORK: COVID Nursing Home - % of Medicare patients initially infected with COVID, 2022-Q4",7.7,2022,nh_mcFcovpatPq4_n
5,"NETWORK: COVID Nursing Home - % of Medicare patients ever infected with COVID, 2022-Q4",44.47,2022,nh_mcEcovpatPq4_n
5,"NETWORK: COVID Nursing Home - % of deaths with patients ever infected with COVID, 2022-Q4",46.45,2022,nh_mcEcovDeaPq4_n
5,"NETWORK: COVID Nursing Home - % of hospitalizations with patients ever infected with COVID, 2022-Q4",43.4,2022,nh_mcEcovHosPq4_n
5,"N: Prevalent Patients - Age: Average patient age, 12/31/2022",63.48,2022,agey4_n
5,"N: Prevalent Patients - Age: % Less than 18 years, 12/31/2022",0.12,2022,age1y4_n
5,"N: Prevalent Patients - Age: % Between 18-64 years, 12/31/2022",48.55,2022,age2y4_n
5,"N: Prevalent Patients - Age: % Greater than or equal to 65 years, 12/31/2022",51.33,2022,age3y4_n
5,"N: Prevalent Patients - Primary Cause of ESRD: % Diabetes, 12/31/2022",38.29,2022,dis1y4_n
5,"N: Prevalent Patients - Primary Cause of ESRD: % Hypertension, 12/31/2022",37.88,2022,dis2y4_n
